Name,Unit,Lease Rate,New Price,New Hours,Current Price,Hours Remain,Width,Speed,Field Eff.,Hours Power,Rf1,Rf2,Ir Loan,L Loan,Ir Equity,P Debt,Year,Rv1,Rv2
365,Fert appl shank 36ft rent,per unit,100,50,24000,50,24000,11,4.83,50,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.858
366,Fert. appl. dry,per unit,100,15950,1500,15950,1500,12,6,70,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
367,Fertilizer 100,per unit,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
368,Fertilizer app 580,per unit,100,2000,450,2000,450,25,7,70,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
369,Fertilizer appl.,per unit,100,71675,8000,71675,8000,8,6,70,145,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
370,Fertilizer dry,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
371,Fertilizer spreader,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
372,Fertilizing,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
373,Ferttruck 615,per unit,100,51,1,51,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
374,"Field conditioner, ground hog, scratcher, seedbed conditioner, soil conditioner",per unit,100,11440,900,11440,900,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
375,Field cultivator - field cultivator,per unit,100,6000,2000,6000,2000,9,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
376,"Field cultivator - fld cult, 18 ft",per unit,100,5830,600,5830,600,18,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
377,"Field cultivator - fld cult, 24 ft",per unit,100,19650,1200,19650,1200,24,5,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
378,"Field cultivator - fld cult, 27 ft",per unit,100,15300,600,15300,600,27,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
379,"Field cultivator - fld cult, 34 ft",per unit,100,21000,600,21000,600,34,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
380,Field cultivator - krause field cultivator,per unit,100,6000,2000,6000,2000,9,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
381,Field cultivator 36ft,per unit,100,18045,2500,16405,2500,11,8.05,75,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
382,Field cultivator(reg),per unit,100,19650,900,19650,900,24,5,65,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
383,"Finishing harrow, harrogator",per unit,100,12320,900,12320,900,18,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
384,"Finishing too, mulch finisher, soil finisher, task master, tri-tiller",per unit,100,25000,3000,25000,3000,10,3,70,0,0.15,1.6,0.08,5,0.08,0.5,4,0.56,0.885
385,Flex-tine harrow cl ge20f,per unit,100,3509,2500,3190,2500,6.4,8.05,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
386,Flush system - wash down unit,per unit,100,5000,2000,5000,2000,8,6,70,0,0.43,1.8,0.08,3,0.08,0.5,4,0.6,0.885
387,Forage harvester - 225 hp forg harv,per unit,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
388,Forage harvester - 290 hp forg harv,per unit,100,110900,4000,110900,4000,8,6,70,290,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
389,Frontend loader,per unit,100,9393,2500,8539,2500,1.8,4.83,80,75,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
390,Furrow diker,per unit,100,21116,2500,19196,2500,2.1,7.24,80,0,0.17,2.2,0.08,5,0.08,0.5,4,0.6,0.885
391,Furrow irrigation,per unit,100,35541,20000,32310,20000,2.4,3.22,75,41,0.19,1.3,0.08,5,0.08,0.5,4,0.68,0.9
392,Furrow-out cultivator,per unit,100,15400,1200,15400,1200,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
393,Gated pipe,per unit,100,4739,73167,4308,73167,0.3,5.04,100,15,0.19,1.3,0.08,5,0.08,0.5,4,0.9,0.96
394,Ginning 629,per unit,100,44,1,44,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
395,Grain/hay wagon,per unit,100,2576,2500,2342,2500,2.4,16.09,82.5,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
396,Grinder - mixer grinder,per unit,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
397,Harrow - harrow,per unit,100,6000,2000,6000,2000,9,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
398,"Harrow - pt harrow, 5 section",per unit,100,3600,600,3600,600,20,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
399,"Harrow - pt harrow, 7 section",per unit,100,4300,600,4300,600,28,7,85,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
400,Harrow 10 bar tine 36 ft,per unit,100,6332,2500,5757,2500,36,6.44,75,0,0.27,1.4,0.08,5,0.08,0.5,4,0.6,0.885
401,Harvest 623,per unit,100,25,1,25,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
402,Harvest 626,per unit,100,51,1,51,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
403,Haul 100,per unit,100,99075,8000,99075,8000,8,6,70,185,0.003,2,0.08,5,0.08,0.5,4,0.68,0.92
404,Haul 67,per unit,100,78800,5500,78800,5500,8,6,70,130,0.02,2.1,0.08,5,0.08,0.5,4,0.64,0.885
405,Hauling 633,per unit,100,3,1,3,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
406,Hauling 639,per unit,100,8,1,8,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
407,"Hauling equipment - haul grain, 200 bu",per unit,100,3900,2250,3900,2250,10,4.65,80,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
408,"Hauling equipment - haul grain, 300 bu",per unit,100,5800,2250,5800,2250,10,6.2,80,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
409,"Hauling equipment - haul hay, 15 ft",per unit,100,770,1200,770,1200,15,2.75,80,0,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
410,"Hauling equipment - haul silage, 14 ft",per unit,100,9000,2100,9000,2100,5,4.2,80,0,0.16,1.6,0.08,5,0.08,0.5,4,0.6,0.885
411,Hauling equipment - hay bale mover,per unit,100,350,2000,350,2000,10,10,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
412,"Head - corn head, 4 row narrow",per unit,100,17000,2550,17000,2550,10,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
413,"Head - corn head, 6 row narrow",per unit,100,23000,2550,23000,2550,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
414,"Head - corn head, 8 row narrow",per unit,100,30000,2000,30000,2000,20,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
415,"Head - corn sil hd, 2row",per unit,100,1,3000,1,3000,6,3.5,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
416,"Head - corn siul hd, 3 row",per unit,100,1,3000,1,3000,9,3.5,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
417,"Head - gr plat, gr 13 ft",per unit,100,10538,900,10538,900,13,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
418,"Head - gr plat, gr 15 ft",per unit,100,11440,900,11440,900,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
419,"Head - gr plat, gr 18 ft",per unit,100,12320,900,12320,900,18,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
420,"Head - gr plat, gr 20 ft",per unit,100,13090,900,13090,900,20,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
421,"Head - gr plat, sb 13 ft",per unit,100,12650,1200,12650,1200,13,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
422,"Head - gr plat, sb 15 ft",per unit,100,15400,1200,15400,1200,15,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
423,"Head - gr plat, sb 18 ft",per unit,100,20900,1200,20900,1200,18,3,75,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
424,"Head - gr plat, sb 20 ft",per unit,100,23100,1200,23100,1200,20,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
425,"Head - gr plat, sb 24 ft",per unit,100,14630,1200,14630,1200,24,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
426,"Herb,pre-emerge bermuda",per unit,100,110900,4000,110900,4000,8,6,70,290,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
427,Herbicide,per unit,100,5000,2000,5000,2000,8,6,70,0,0.43,1.8,0.08,3,0.08,0.5,4,0.6,0.885
428,Herbicide appl.,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
429,Hoeme plow,per unit,100,4500,1200,4500,1200,10,5,80,0,0.17,2.2,0.08,5,0.08,0.5,4,0.6,0.885
430,"Horse or mule, draft",per unit,100,2409,9000,2190,9000,0.3,3.22,75,0,1,0.002,0.08,5,0.08,0.5,4,0.6,0.885
431,Initiate grazing,per unit,100,1,1,1,1,1,1,1,0,0,0,0.08,5,0.08,0.5,4,0,0
432,Insecticide,per unit,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
433,Insecticide appl,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
434,Insecticide appl. alfalfa,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
435,Irrigation 100hp motor,per unit,100,10070,11000,9155,11000,3,3.22,82.5,75,0.012,1.3,0.08,5,0.08,0.5,4,0.68,0.92
436,Irrigation 2,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
437,Irrigation 3,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
438,Irrigation 4,per unit,100,5000,2000,5000,2000,8,6,70,0,0.43,1.8,0.08,3,0.08,0.5,4,0.6,0.885
439,Irrigation 4.5,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
440,Irrigation 5.5,per unit,100,110900,4000,110900,4000,8,6,70,290,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
441,Irrigation system - big gun irrigation system,per unit,100,9657.5,2000,9657.5,2000,10,10,80,60,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
442,Irrigation system - irrigation (big gun) equipment,per unit,100,9657.5,2000,9657.5,2000,10,10,80,60,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
443,Kill,per unit,100,1,1,1,1,1,1,1,0,0,0,0.08,5,0.08,0.5,4,0,0
444,Labor 604,per unit,100,9,1,9,1,0,0,0,0,0,0,0.08,5,0.08,0.5,4,0,0
445,Land plane-leveler,per unit,100,7806,2500,7096,2500,2.1,7.24,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
446,"Lely, roterra",per unit,100,4400,1500,4400,1500,9,5,80,0,0.06,2,0.08,5,0.08,0.5,4,0.56,0.885
447,"Leveler, land plane, laser leveler",per unit,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
448,Lister (middle-buster),per unit,100,8606,2500,7824,2500,4.3,7.24,80,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
449,"Lister planter, lister drill",per unit,100,71675,8000,71675,8000,8,6,70,145,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
450,"Lister, breaker, middle buster",per unit,100,2750,1500,2750,1500,7,6,80,0,0.17,1.4,0.08,5,0.08,0.5,4,0.6,0.885
451,Listing,per unit,100,65550,8000,65550,8000,8,6,70,125,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
452,Loader,per unit,100,2750,750,2750,750,12.7,12,80,0,0.23,1.4,0.08,5,0.08,0.5,4,0.6,0.885
453,Loader - front end loader on large tractor,per unit,100,6000,2000,6000,2000,9,7,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
454,Loader - front end loader on medium tractor,per unit,100,4800,2000,4800,2000,9,7,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
455,Loader - poultry house keeper,per unit,100,12000,2000,12000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
456,Loader - skid loader,per unit,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
457,Loader - skid steer,per unit,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
458,Loader - uniloader,per unit,100,6000,2000,6000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
459,Lqud fert appl trailer mt,per unit,100,7512,1500,6829,1500,15,10.46,85,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
460,Manure spreader,per unit,100,6232,2000,5665,2000,15,6.44,85,0,0.63,1.3,0.08,5,0.08,0.5,4,0.6,0.885
461,Marker,per unit,100,10538,900,10538,900,13,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
462,Mech planter sugarcane,per unit,100,34565,1440,31423,1440,1.8,4.83,100,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
463,Mixer - grinder/mixer,per unit,100,25000,2000,25000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
464,Mixer - mixer mill,per unit,100,25000,2000,25000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
465,Mixer - tmr mixer,per unit,100,25000,2000,25000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
466,Mixer - tmr--mixer,per unit,100,25000,2000,25000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
467,Moldboard plow,per unit,100,12000,2000,12000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
468,Moldboard plow 2-way 4-6b,per unit,100,16461,2000,14964,2000,2,7.24,80,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
469,Moldboard plow reg 4-6b,per unit,100,9134,2000,8304,2000,2,7.24,80,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
470,Mower - disk bine mower,per unit,100,1352.66,2000,1352.66,2000,9,7,80,0,0.16,2,0.08,5,0.08,0.5,4,0.56,0.885
471,"Mower - mow condit, 12 ft",per unit,100,18000,1800,18000,1800,12,5,80,0,0.18,1.6,0.08,5,0.08,0.5,4,0.56,0.885
472,"Mower - mow condit, 7 ft",per unit,100,8800,1800,8800,1800,7,5,80,0,0.18,1.6,0.08,5,0.08,0.5,4,0.56,0.885
473,"Mower - mow condit, 9 ft",per unit,100,15000,1800,15000,1800,9,5,80,0,0.18,1.6,0.08,5,0.08,0.5,4,0.56,0.885
474,"Mower cond, pto",per unit,100,15191,2500,13810,2500,12,9.65,80,0,0.18,1.6,0.08,5,0.08,0.5,4,0.6,0.885
475,"Mower cond, self-prop",per unit,100,23650,2500,21500,2500,2.7,7.24,80,75,0.18,1.6,0.08,5,0.08,0.5,4,0.6,0.885
476,"Mower, drum-disc",per unit,100,15070,2500,13700,2500,2.1,7.24,80,0,0.16,2,0.08,5,0.08,0.5,4,0.6,0.885
477,"Mower, sickle",per unit,100,3636,2000,3306,2000,2.1,8.05,80,0,0.46,1.7,0.08,5,0.08,0.5,4,0.6,0.885
478,"Mulch treader, skew treader",per unit,100,21670,1800,21670,1800,24,5,60,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
479,No-till drill,per unit,100,48543,2000,48543,2000,24,5.5,70,0,0.32,2.1,0.08,5,0.08,0.5,4,0.68,0.92
480,"No-till planter, ripper row planter",per unit,100,79400,8000,79400,8000,8,6,70,165,0.007,2,0.08,5,0.08,0.5,4,0.68,0.92
481,Offset dis/heavduty ge19f,per unit,100,38145,2000,34677,2000,5.8,7.24,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
482,Offset disk,per unit,100,94550,4000,94550,4000,8,6,70,225,0.02,1.8,0.08,5,0.08,0.5,4,0.56,0.885
483,Offset disk (light duty),per unit,100,2500,750,2500,750,40,6.5,65,0,0.41,1.3,0.08,5,0.08,0.5,4,0.6,0.885
484,Offset disk(heavy duty),per unit,100,10450,1200,10450,1200,30,5,80,0,0.17,2.2,0.08,5,0.08,0.5,4,0.6,0.885
485,One-way disk,per unit,100,17000,2550,17000,2550,10,3,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
486,Other - 1370 case,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
487,Other - 1690 case,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
488,Other - 2090 case,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
489,Other - 23 4800 case,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
490,Other - 630 underforth,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
491,Other - 670 mm,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
492,Other - 9 earth master,per unit,100,31460,2000,31460,2000,8,6,70,0,0.007,2,0.08,5,0.08,0.5,4,0.6,0.885
493,"Packer, pulverizer",per unit,100,9130,1800,9130,1800,14,5,60,0,0.43,1.8,0.08,5,0.08,0.5,4,0.56,0.885
494,Packing,per unit,100,15950,1500,15950,1500,21,6,80,0,0.18,1.7,0.08,5,0.08,0.5,4,0.6,0.885
495,Paraplow,per unit,100,12650,1200,12650,1200,9,3.5,70,0,0.12,2.3,0.08,5,0.08,0.5,4,0.56,0.885
496,Peanut combine (pto),per unit,100,90115,2000,81923,2000,4.9,3.2,55,0,0.12,2.3,0.08,5,0.08,0.5,4,0.64,0.885
497,Peanut digger-shaker,per unit,100,9514,2000,8649,2000,4.9,4.02,80,0,0.59,1.3,0.08,5,0.08,0.5,4,0.6,0.885
498,Peanut reshaker-cond,per unit,100,6288,1200,5717,1200,4.9,4.02,80,0,0.06,2,0.08,5,0.08,0.5,4,0.6,0.885
499,Peanut shaker-inverter,per unit,100,17952,1200,16320,1200,4.9,4.02,80,0,0.06,2,0.08,5,0.08,0.5,4,0.6,0.885
500,Peanut vine cutter,per unit,100,8062,1200,7329,1200,4.9,1.61,80,0,0.46,1.7,0.08,5,0.08,0.5,4,0.6,0.885
501,Peanut wagon,per unit,100,69528,2000,63208,2000,4.9,16.09,82.5,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
502,"Picker - corn picker, 2 row wide",per unit,100,6600,3000,6600,3000,5,2.5,65,0,0.056,1.8,0.08,5,0.08,0.5,4,0.56,0.885
503,Pickup - farm pickup,per unit,100,15000,12000,15000,12000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
504,Pickup - pickup,per unit,100,15000,12000,15000,12000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
505,Pickup - pickup truck,per unit,100,13635,2000,13635,2000,6,10,80,0,0.6,1.2,0.08,5,0.08,0.5,4,0.6,0.885
506,Pipe wagon,per unit,100,948,800,862,800,12.2,8.05,65,0,0.19,1.3,0.08,5,0.08,0.5,4,0.8,0.94
507,Planter - 8 row planter,per unit,100,6000,1500,6000,1500,9,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
508,Planter - 8-38 700 jd planters,per unit,100,6000,1500,6000,1500,9,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
509,"Planter - nt planter from regular, 6 row narrow",per unit,100,17190,900,17190,900,15,5.5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
510,"Planter - nt planter, 8 row narrow",per unit,100,40400,1200,40400,1200,20,4.5,70,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
511,Planter - planter,per unit,100,6000,1500,6000,1500,12,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
512,Planter - planter 12 row,per unit,100,6000,1500,6000,1500,15,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
513,Planter - planter 6 row,per unit,100,6000,1500,6000,1500,9,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
514,Planter - planter 8 row,per unit,100,6000,1500,6000,1500,12,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
515,"Planter - planter, 12 row narrow",per unit,100,25520,900,25520,900,30,4.5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
516,"Planter - planter, 6 row narrow",per unit,100,14190,900,14190,900,15,5.5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
517,"Planter - planter, 8 row narrow",per unit,100,28710,1200,28710,1200,20,5,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
518,Planter - planter: 12 30,per unit,100,6000,1500,6000,1500,18,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
519,Planter - plantor 4 row,per unit,100,6000,1500,6000,1500,8,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
520,Planter - white planter,per unit,100,6000,1500,6000,1500,12,6,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
521,Planter no-till 6 row,per unit,100,21512,1200,19556,1200,11.5,4.99,70,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
522,Planter regular 12 row,per unit,100,27692,1200,25175,1200,36,8.85,65,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
523,Planter ridge till 6 row,per unit,100,21512,1200,19556,1200,12,4.99,70,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
524,"Planter, 13 inch 659",per unit,100,29834,1200,27122,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
525,"Planter, 20 inch 658",per unit,100,29834,1200,27122,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
526,"Planter, 27 inch 660",per unit,100,29834,1200,27122,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
527,"Planter, 30 inch 668",per unit,100,1,1200,1,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
528,"Planter, 32 inch 662",per unit,100,29834,1200,27122,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
529,"Planter, 38 inch 667",per unit,100,1,1200,1,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
530,"Planter, 40 inch 661",per unit,100,29834,1200,27122,1200,6.1,8.85,60,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
531,"Planter, fallow 665",per unit,100,1,1200,1,1200,6.1,8.85,60,0,0,0,0.08,5,0.08,0.5,4,0.6,0.885
532,Planting,per unit,100,12000,2000,12000,2000,8,6,70,0,0.43,1.8,0.08,5,0.08,0.5,4,0.6,0.885
533,Plastic layer 1 row,per unit,100,400,1000,364,1000,0.9,1.77,60,0,0.19,1.3,0.08,5,0.08,0.5,4,0.6,0.885
534,Plow - 10 ft moldboard,per unit,100,17600,1500,17600,1500,10,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
535,Plow - 15 ft moldboard,per unit,100,18000,1500,18000,1500,15,5,80,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
536,Plow - 15ft chisel plow,per unit,100,4500,1200,4500,1200,15,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
537,Plow - 20 ft chisel plow,per unit,100,18000,1100,18000,1100,20,4.5,75,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
538,Plow - 25 ft chisel plow,per unit,100,14000,1200,14000,1200,25,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
539,Plow - 4 ft moldboard,per unit,100,3850,1500,3850,1500,4,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
540,Plow - 53 ft moldboard,per unit,100,8250,1500,8250,1500,5.3,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
541,Plow - 6-10 ih plow,per unit,100,6000,2000,6000,2000,9,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
542,Plow - 6-18 ih plow,per unit,100,6000,2000,6000,2000,9,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
543,Plow - 7 ft moldboard,per unit,100,13200,1500,13200,1500,7,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
544,Plow - 9 ft moldboard,per unit,100,15400,1500,15400,1500,9,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
545,Plow - 95 ft chisel plow,per unit,100,3850,1200,3850,1200,9.5,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
546,Plow - chisel,per unit,100,6000,2000,6000,2000,12,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
547,Plow - chisel plow,per unit,100,6000,2000,6000,2000,12,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
548,"Plow - disk, chisel",per unit,100,6000,2000,6000,2000,12,5,85,0,0.28,1.4,0.08,5,0.08,0.5,4,0.6,0.885
549,Plow - mold board plow,per unit,100,6000,2000,6000,2000,12,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
550,Plow - plow,per unit,100,6000,2000,6000,2000,12,4.5,85,0,0.29,1.8,0.08,5,0.08,0.5,4,0.6,0.885
551,Potato harvester,per unit,100,39131,2500,35573,2500,1.8,3.22,70,0,0.19,1.4,0.08,5,0.08,0.5,4,0.6,0.885
552,Potato planter,per unit,100,101975,5500,101975,5500,8,6,70,150,0.02,2.1,0.08,5,0.08,0.5,4,0.64,0.885
553,Potato planter,per unit,100,27035,1200,24577,1200,5.5,5.63,75,0,0.32,2.1,0.08,5,0.08,0.5,4,0.6,0.885
554,Powered spike tooth harrow,per unit,100,8800,1800,8800,1800,7,5,80,0,0.18,1.6,0.08,5,0.08,0.5,4,0.56,0.885
555,Puddle rice paddy,per unit,100,1,1,1,1,1,1,1,0,0,0,0.08,5,0.08,0.5,4,0,0
556,Rake - hay rake,per unit,100,2212.49,2000,2212.49,2000,9,6,80,0,0.17,1.4,0.08,5,0.08,0.5,4,0.6,0.885
